Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Tafel Slope (mV/dec),Exchange Current Density (mA/cm²),R²,Overpotential @ 50 mA,Cdl mF cm-2
exp1002,0,0,14,20,28,0,0,0,0,0,8,-1.4,180,116.1539191136648,1287.611696969105,0.2267058048914289,-0.3297,100.04273151531812
exp1003,0,0,14,20,16,20,0,0,0,0,0,-1.5,30,66.06049560936953,2131.4679649487357,0.013456410209072,-0.3977,69.9707157292849
exp1004,0,0,0,0,28,0,8,20,0,0,14,-1.4,180,222.12809196173797,0.5829968103921129,0.4492134498998206,-0.3707,32.117535506072905
exp1005,0,0,0,20,20,18,0,0,0,0,12,-1.5,180,96.4863845471555,4446.115088169241,0.1977146845261468,-0.1687,125.9419041810276
exp1006,0,0,0,0,28,0,0,10,0,0,32,-1.5,180,117.90991747895384,0.0055986622526407,0.9942495355516444,-0.4657,13.479771659827
exp1007,0,0,28,0,9,0,5,0,0,0,28,-1.3,30,94.19803147930156,3.285663809332328e-05,0.9974599899348576,-0.5847,2.1813660953451
exp1008,0,1,0,0,22,10,0,0,0,0,37,-1.5,30,85.66299082816612,0.0005782673844643,0.9982133498444816,-0.4277,15.9680636442959
exp1009,0,0,0,20,25,5,0,20,0,0,0,-1.5,162,300.58815743203195,2.442858176574509,0.1793963494462073,-0.4167,43.6463303097367
exp1010,0,0,0,20,24,0,0,20,0,0,6,-1.5,180,159.6856989482018,0.8262143915539781,0.0524438018339205,-0.4107,49.4921488907712
exp1011,0,0,0,20,26,20,0,0,0,4,4,-1.3,180,143.8151519224293,337.02297918524897,0.2970852230347544,-0.3277,104.6967745100502
exp1012,0,0,28,0,13,20,3,6,0,0,0,-1.5,78,77.44269905924976,0.0050227720795153,0.9896205199425894,-0.3157,28.5877996160161
exp1013,0,0,27,0,25,0,0,18,0,0,0,-1.5,33,109.1770347999988,0.0069876014866685,0.9952731265924678,-0.4267,8.4515415502277
exp1014,0,0,8,0,16,20,0,0,0,26,26,-1.5,112,110.22993468008607,0.0096718579718037,0.987522210966019,-0.4227,4.9337691714778
exp1015,0,0,17,0,27,0,0,0,0,0,26,-1.3,180,249.68457879420117,2.3166177541728614,0.1578187693127507,-0.4337,130.7339224451612
exp1016,0,0,0,0,19,20,20,11,0,0,0,-1.5,171,309.0656997999167,2.3817049770609704,0.5765498759989246,-0.3187,54.735670299496
exp1017,0,14,28,0,28,0,0,0,0,0,0,-1.4,109,381.7588882803629,2.873183404656502,0.3450824898629883,-0.3967,21.9788381054493
exp1018,0,0,0,0,6,20,0,0,0,4,44,-1.5,30,82.41511137210607,0.0055305907538218,0.9905338509049876,-0.3327,13.6608358072221
exp1019,0,20,0,0,12,0,0,6,0,33,32,-1.5,180,120.73047720662083,0.0003035187463774,0.996168292721254,-0.6457,0.6071080497740999
exp1020,0,0,0,20,25,0,0,0,0,25,25,-1.3,30,68.35957247460796,0.110419442623182,0.0169709999874288,-0.3637,80.1498207931528
exp1021,20,14,0,0,28,0,3,0,4,0,1,-1.3,180,234.2644684976821,1.5713598011809993,0.1596102416611189,-0.4167,31.1391059795555
exp1022,0,0,0,0,27,0,0,10,0,33,33,-1.2,180,124.86098047908196,0.0007155815219662,0.9987532858592236,-0.5867,4.6046875198837
exp1023,0,0,0,20,19,11,0,20,0,0,0,-1.5,180,78.89560107868498,0.062776694710109,0.0128992517994857,-0.4127,52.4150708408974
exp1024,0,0,0,20,10,11,3,14,0,0,12,-1.5,180,100.5514260902942,535.3599764857769,0.0558668944029355,-0.3867,68.0733034870934
exp1025,0,0,11,0,23,16,0,20,0,0,0,-1.5,180,97.7349888200026,0.0089623976616171,0.9899697255194212,-0.3737,26.6309848716126
exp1026,11,0,21,0,27,0,0,10,0,0,1,-1.5,81,110.81488886010528,0.0056900026157228,0.9956143636788825,-0.4387,8.2319341382831
exp1027,0,20,0,0,24,9,0,16,0,0,1,-1.5,180,77.61090435439672,0.0024720615885114,0.9865946472638788,-0.3417,45.41311166423171
exp1028,0,0,0,0,14,18,20,17,0,0,1,-1.2,180,101.74497532439536,0.0057494487049791,0.9930500237359158,-0.3977,21.2475919649176
exp1029,0,0,6,20,17,10,0,17,0,0,0,-1.5,180,102.274592049893,237.06546518499928,0.0856928563032519,-0.3347,103.4862111598122
exp1030,0,9,21,0,0,20,20,0,0,0,0,-1.5,151,128.60957204774107,0.0050086355525397,0.9895191615067868,-0.5327,3.3188999594486
exp1031,0,0,28,20,2,20,0,0,0,0,0,-1.5,180,82.70150865233451,17197.779322688264,0.1146052872849019,-0.3727,153.5905805477922
exp1032,0,0,28,0,15,0,0,0,0,23,27,-1.0,180,200.02180010364057,0.5493932945715578,0.406056448243591,-0.3307,21.271593227095103
exp1033,0,0,23,0,27,20,0,0,0,0,0,-1.5,180,157.8741259672481,1.0552134210753477,0.1024838241755859,-0.4087,94.8142958391696
exp1034,0,0,0,0,9,20,0,3,0,0,38,-1.5,136,82.20575048372312,0.0059029718038747,0.989762166225497,-0.3297,25.635949555187494
exp1035,0,0,0,20,23,0,0,0,0,0,27,-1.2,180,454.980165209787,3.1983018668021943,0.4774056144713376,-0.4197,44.896825683625806
exp1036,0,0,28,0,6,0,0,0,0,0,36,-1.5,69,102.2716917362234,2.4400922964338163e-05,0.998801861297561,-0.6817,0.3596466497333
exp1037,0,10,0,0,22,20,18,0,0,0,0,-1.5,156,336.382407704481,1.41235611264395,0.501948878082718,-0.4207,27.0734020340108
exp1038,20,0,1,0,19,13,0,0,0,0,17,-1.5,88,89.082576061384,5.807645318091245e-07,0.9953212313504964,-0.7427,0.1000011989552999
exp1039,0,5,11,15,14,0,0,0,0,25,25,-1.5,180,22.63305889556178,1628780894288.2517,0.0447527538562436,-0.0167,151.3346020630653
exp1040,0,0,6,20,24,0,0,5,0,15,15,-1.5,30,112.84428095912033,0.008634294356209,0.99424154601625,-0.4337,9.9918702613687
exp1041,0,0,16,15,24,0,0,0,0,15,15,-1.0,180,81.33819827904239,0.0002116275391186,0.9972851689183094,-0.4397,1.9832235024996
exp1042,0,0,16,15,14,5,5,0,0,15,15,-1.0,180,84.05520069872965,0.0011800227679486,0.9957314978308076,-0.3887,11.6528318436143
exp1043,0,0,6,15,24,0,0,5,0,20,20,-1.5,50,296.91847724295405,1.0872364010523552,0.4905102880224111,-0.4127,16.490074752196602
exp1044,0,0,11,25,14,5,0,0,0,15,15,-1.0,53,107.66125119052128,0.0002081977083318,0.998443592767085,-0.5857,0.4911644967603999
exp1045,0,0,16,15,14,0,0,0,0,25,25,-1.0,180,76.3582243803246,0.0005949278435855,0.9966667265062452,-0.3807,5.5008392638017
exp1046,0,0,16,15,19,5,0,0,0,15,15,-1.5,30,54.3506467158637,2494.597675737617,0.0129109357113285,-0.3447,86.7939217611263
exp1047,0,0,16,15,24,0,0,0,0,15,15,-1.0,180,71.37465148982142,0.0007627559072504,0.9969416207623606,-0.3557,9.6386680759958
exp1048,0,0,16,15,14,0,0,0,0,25,25,-1.0,30,93.98499389219928,0.0002588197096284,0.9976713151684036,-0.4947,0.3214413515298
exp1049,0,0,6,25,24,0,0,0,0,15,15,-1.0,180,77.94447349652705,0.0007195084640575,0.998089912574859,-0.3777,6.8054947958377
exp1050,0,0,12,15,14,0,5,0,5,15,19,-1.5,30,113.20932462003924,6.87812580136271e-05,0.998151567981697,-0.6787,2.7861896734718004
exp1051,0,0,6,25,24,0,0,0,0,15,15,-1.0,30,100.26106293334828,0.0001598210261143,0.9987643993103988,-0.5507,0.3410971396381
exp1052,5,0,6,15,14,5,0,5,5,15,15,-1.5,180,493.8332625865883,2.1903826356077607,0.5515239561360022,-0.5067,19.0592899411075
exp1053,5,0,6,25,19,0,0,0,0,15,15,-1.0,30,103.96390865726062,1.131184510918482e-05,0.9968422639505102,-0.7547,0.111855349326
exp1054,0,0,6,25,14,0,0,0,0,25,25,-1.5,30,255.1407825502137,53.495570185203206,0.2186888627689771,-0.4157,101.3808675534341
exp1055,5,0,6,25,14,5,0,0,0,15,15,-1.5,180,36.0658928478212,94604533.39115766,0.0683094621155085,-0.1627,166.0539293861353
exp1056,0,5,6,15,24,0,0,1,0,19,19,-1.0,30,91.83334241073251,3.9253146365214455e-05,0.996410975784906,-0.5807,1.7123960361603
exp1057,0,0,6,25,24,0,0,0,0,15,15,-1.0,30,98.0553487827013,0.0002450355531387,0.9977088455180276,-0.5217,0.2823441386631
exp1058,0,0,16,15,14,5,0,5,0,15,15,-1.0,180,101.8588312638707,1.4795856836601269e-05,0.9951918480610056,-0.7137,0.1772431337967999
exp1059,0,0,6,15,24,0,1,5,0,19,19,-1.5,30,110.6146930625606,0.0022690971825899,0.9971888730560248,-0.4677,8.2172018800738
exp1060,0,0,6,25,14,0,0,5,0,20,20,-1.5,180,143.72587637116473,242.04104465511253,0.0456141986988007,-0.4347,36.78629167917509
exp1061,0,0,6,15,24,3,0,0,0,22,22,-1.5,180,92.13792706351131,2449.375200087818,0.2224103726447384,-0.2247,-5.8194070197392005
exp1062,0,0,6,25,14,5,0,0,0,20,20,-1.0,133,78.3479983115058,0.0003731819104675,0.9968363703397056,-0.4027,3.0955244149008
exp1063,0,0,7,25,14,0,0,0,0,24,24,-1.5,180,30.48693781957396,3750434384.6160946,0.052814814549875,-0.0197,120.99744071446572
exp1064,0,0,6,25,14,5,0,5,0,15,15,-1.0,30,122.48012099983256,2.825549476481265e-05,0.9950608021425836,-0.8047,0.0981178651026095
exp1065,0,0,6,25,24,0,0,0,0,15,15,-1.5,30,266.28551055620085,52.99360462047701,0.3611993474478995,-0.3997,91.4748980738939
exp1066,0,0,16,25,14,0,0,0,0,15,15,-1.5,180,36.573909453317825,135746179.3033179,0.0583469782894273,-0.1557,131.37496525491198
exp1067,5,0,16,15,19,0,0,0,0,15,15,-1.0,30,113.61621292666192,0.0003684534078291,0.9940754636731692,-0.5907,0.1226601627961
exp1068,0,0,6,20,24,5,0,0,0,15,15,-1.0,30,86.14239102137394,0.0001841536253396,0.9971365224616776,-0.4677,0.7203191166223
exp1069,0,0,16,18,14,5,0,0,0,17,17,-1.5,30,80.69508441535106,393.1322016073382,0.0288942721871225,-0.3397,99.922504113403
exp1070,0,0,16,15,24,0,0,0,0,15,15,-1.0,30,91.30661265702336,0.0002007508942499,0.99786803122654,-0.4937,0.3233533051414
exp1071,0,5,6,15,14,0,5,0,0,15,25,-1.5,45,269.7725320720669,50.65366996808059,0.3600811017668599,-0.3667,102.5953788931481
exp1072,0,0,6,25,15,5,3,0,0,15,16,-1.0,30,76.95691584974855,6.490212068922379e-05,0.998162719513749,-0.4587,3.4628343780588997
exp1073,0,5,11,25,14,0,0,0,0,15,15,-1.1,30,98.84768701383204,0.0004223701509047,0.9970731347511962,-0.5087,0.3274346726402
exp1074,0,0,16,15,14,0,5,5,0,15,15,-1.5,180,269.01796933531483,0.4259332742113967,0.4350574452510367,-0.4767,14.3064529858144
exp1075,0,0,11,15,14,0,0,0,5,25,25,-1.0,30,98.30693496611926,2.436584489366023e-06,0.9967412195385416,-0.7697,0.1352526577309
exp1076,0,0,6,25,14,0,5,5,0,15,15,-1.0,30,108.36981655248158,7.543774905559807e-06,0.9993224286732604,-0.7787,0.1943811517499
exp1077,0,0,6,25,14,0,0,0,0,25,25,-1.2,30,344.4359735085061,2.2764980467530584,0.5591778693584678,-0.3427,34.5187676310882
exp1078,5,0,16,15,14,0,0,0,0,20,20,-1.5,30,361.4451264892533,2.7735370243218163,0.249743543293045,-0.4137,44.758071848274
exp1079,0,0,6,23,21,0,0,0,5,15,15,-1.0,30,94.12261376631884,2.3679989650140468e-06,0.99740991063841,-0.7517,0.1623852560963
exp1080,0,0,16,15,15,0,0,0,0,24,24,-1.5,30,139.61093278146978,108.025047529765,0.0823539867293152,-0.3717,89.9878099811613
exp1081,0,0,16,15,22,0,0,0,0,17,17,-1.5,30,190.3544518134223,63.540108050800725,0.1987158709564475,-0.3587,88.1271006580816
exp1082,0,0,6,25,24,0,0,0,0,15,15,-1.0,30,83.78669658665365,0.0002064256320251,0.9980806044550214,-0.4567,0.8835214329227
exp1083,0,5,11,25,14,0,0,0,0,15,15,-1.0,180,85.75142777561575,0.0002542426659943,0.998165399645937,-0.4597,0.7534817489641
exp1084,0,0,6,25,24,0,0,0,0,15,15,-1.0,180,72.09336201188906,0.0009639920872838,0.998082169938582,-0.3487,15.5404718786585
exp1085,0,5,6,15,24,0,5,0,0,15,15,-1.5,180,29.950087893418253,941498331.5673096,0.0704426404332865,-0.1257,202.99370073864128
exp1086,0,0,10,15,14,0,0,5,0,15,26,-1.5,180,95.99209219128078,0.1643199208305472,0.0177983585880341,-0.4127,48.5300348874136
exp1087,0,0,6,15,14,0,0,5,0,25,30,-1.0,30,106.60233295849076,1.2524108192107363e-05,0.9966627773418848,-0.7517,0.1274199135256
exp1088,0,0,6,15,24,5,0,0,5,15,15,-1.5,34,116.8876366891472,0.0001320959855499,0.9997618218734244,-0.6667,5.0860598362511
exp1089,0,0,6,25,24,0,0,0,0,15,15,-1.0,180,72.41267954054915,0.0003644780591726,0.9978330966722504,-0.3687,6.3451886113134
exp1090,5,0,6,15,24,0,0,0,0,20,20,-1.5,30,288.7923923648712,48.67947168422727,0.3881887746766998,-0.3597,117.0833880330168
exp1091,0,0,6,15,24,0,0,0,0,25,25,-1.5,30,167.57270239262385,68.80542285554169,0.1579750064964156,-0.3547,108.8248469233317
exp1092,0,0,6,15,24,0,0,0,0,25,25,-1.5,30,148.88509040884787,83.09559562672304,0.1227596259169469,-0.3577,110.9137276125316
exp1093,0,0,6,25,24,0,0,0,0,15,15,-1.0,180,71.62913635464609,0.0009250643424522,0.997928906951966,-0.3487,15.2039696164285
exp1094,0,0,6,25,14,0,4,0,0,21,21,-1.0,30,81.21013429979506,1.8981466281539753e-05,0.9995760074283324,-0.5277,3.1378321950224
exp1095,0,0,11,15,24,0,0,0,5,15,15,-1.5,180,461.3743677712629,2.9788720087077305,0.4529289926463153,-0.4487,26.226348503602203
exp1096,0,0,16,15,24,0,0,0,0,15,15,-1.0,30,92.57955318371016,0.0002219308860219,0.9984155629664302,-0.4887,0.602321731951
exp1097,0,0,16,15,14,5,0,0,5,15,15,-1.5,30,114.60396586929798,9.4500713781633e-05,0.999334898104676,-0.6707,4.3432188503103
exp1098,0,0,6,15,24,0,0,5,0,20,20,-1.5,30,130.34016418080475,0.0053977404374024,0.9962656969788368,-0.4997,3.4921118035425
exp1099,8,0,20,0,0,4,25,0,0,5,13,-1.0,30,178.09566575704977,0.0034737549885085,0.9961782741625036,-0.7417,0.2001730042265
exp1100,0,0,0,0,20,0,25,20,0,5,5,-1.5,180,263.979312819731,1.1118602595612417,0.5031202181097163,-0.3547,42.6448304544284
exp1101,17,16,0,0,7,0,25,0,0,5,5,-1.5,30,104.28134959492418,0.0001117922369309,0.9993540104105654,-0.6077,0.882996945324
exp1102,0,20,0,0,0,12,25,0,0,13,13,-1.0,180,122.84274113973902,0.0003735344123028,0.9995494112614148,-0.6457,1.0035832923657
exp1103,0,0,0,0,20,7,25,13,0,5,5,-1.5,180,281.2521866068215,1.7609762037585648,0.5896169942958335,-0.3187,46.39655530015
exp1104,0,0,0,0,6,20,39,0,0,5,5,-1.4,30,118.17405555197656,0.0041877677221575,0.9993667110943202,-0.4967,2.8242812612592
exp1105,0,0,0,0,17,20,25,0,0,5,8,-1.5,180,240.9492813617628,1.270745508062776,0.4915524288730807,-0.3027,27.2167277967081
exp1106,0,0,0,0,1,20,25,19,0,5,5,-1.5,109,88.68563663660663,0.0223534167657055,0.9898723067493832,-0.3017,25.5543692266152
exp1107,0,0,0,0,0,19,25,0,0,5,26,-1.4,74,157.99445958412812,0.0197554546659915,0.9985066680832012,-0.5387,2.8382770015051
exp1108,0,0,0,0,15,16,25,7,0,5,7,-1.5,180,288.92092372470563,2.674566208833876,0.6047259219076486,-0.2797,60.0146874431937
exp1109,0,0,0,0,20,17,25,3,0,5,5,-1.5,180,348.5152870633455,2.791030592849291,0.7126564335398832,-0.3097,48.9971446170636
exp1110,0,10,0,0,10,0,25,0,0,5,25,-1.2,114,126.92743861971364,0.0005074724678201,0.9998862733038484,-0.6717,1.6692194451618
exp1111,0,0,0,20,12,0,25,0,0,5,13,-1.5,30,107.49778132055016,0.000891923372424,0.9989980468875908,-0.5137,1.5470305272661
exp1112,0,8,0,0,6,0,25,0,0,31,31,-1.0,150,125.89324954804226,0.0002299632138843,0.9947495299707566,-0.7097,1.1065425988457
exp1113,0,0,0,20,16,4,25,0,0,5,5,-1.5,180,217.82506644498167,52.7557569147375,0.2397203715883015,-0.3697,133.5684685694838
exp1114,20,0,0,0,0,8,37,0,0,5,5,-1.0,130,180.01607770034087,0.0016814591684413,0.9984386749294428,-0.8227,0.9173383228975
exp1115,0,16,0,0,4,0,25,20,0,5,5,-1.5,180,118.41681249196844,0.0008204482479275,0.9983297516708076,-0.5797,9.1110077984538
exp1116,0,16,0,0,0,0,29,0,20,5,5,-1.0,30,117.45545650235128,3.435909885957187e-05,0.9987628036415012,-0.7627,1.2482116708607
exp1117,0,0,0,0,3,18,25,19,0,5,5,-1.5,180,323.60293759147595,2.4011145049791827,0.6610243326568429,-0.3237,35.8894361514255
exp1118,0,0,12,0,0,20,25,0,0,13,13,-1.3,30,151.1407975475907,0.0146919214702523,0.9977923488235751,-0.5257,2.5743423305345
exp1119,0,0,0,0,0,0,65,0,0,5,5,-1.0,114,129.43994626361533,0.0002030195171424,0.9994995297982008,-0.7117,1.748982758147
exp1120,20,0,0,0,20,0,25,0,0,5,5,-1.4,30,90.12309398183172,5.336087822956176e-06,0.9977840316529032,-0.6937,0.2184089358081
exp1121,0,0,0,0,0,20,25,0,0,5,25,-1.4,163,99.75743222935644,0.0008267829961591,0.998030373144064,-0.4787,2.4984916505460997
exp1122,0,0,20,0,20,0,25,0,0,5,5,-1.0,127,127.55278570239578,0.0010821758494843,0.9978794105695816,-0.6237,0.9760953659048
exp1123,0,0,0,0,0,20,43,2,0,5,5,-1.5,63,138.64804811389615,0.0057895043203783,0.998805704364626,-0.5477,3.8912425980475
exp1124,0,0,3,0,17,0,25,20,0,5,5,-1.5,180,386.5765132323589,2.0398912281746826,0.5828900679793798,-0.4017,38.1848773500146
exp1125,0,0,0,0,18,5,25,6,0,5,16,-1.5,180,404.56741291250046,2.811385745247732,0.6452611700170824,-0.3567,47.4460829990312
exp1126,0,7,0,20,11,2,25,0,0,5,5,-1.5,70,113.6828436802317,0.0005795139724696,0.9990087907099524,-0.5777,4.8203024528694005
exp1127,0,0,19,0,0,20,26,0,0,5,5,-1.3,180,88.32344517086581,0.0009193225546277,0.9995132884646422,-0.4157,8.3599714338094
exp1128,0,20,4,0,9,3,25,0,0,9,9,-1.0,180,148.08052239712865,0.0056443131867355,0.9980158840226544,-0.6207,2.026806557371
exp1129,0,0,20,0,4,0,30,0,0,5,16,-1.0,30,149.66000508434792,0.0019599149925449,0.997014836933046,-0.6997,0.3945601240777
exp1130,0,0,7,0,0,20,25,0,0,18,18,-1.2,98,90.65457104699468,0.001091378097015,0.9991613287314054,-0.4257,4.9923686023536
exp1131,14,0,0,0,0,0,31,0,20,5,5,-1.0,30,172.60602810586883,0.0008181267919302,0.9985707372963184,-0.8547,0.3715793891478
exp1132,0,0,0,0,7,0,27,0,0,35,36,-1.5,30,124.10386332217568,0.0002808340168259,0.9913931906663648,-0.7037,0.6467828482564
exp1133,0,0,1,0,20,19,25,0,0,5,5,-1.5,172,169.13085360037468,1.65956180240265,0.1904284415740233,-0.3047,72.4684873193594
exp1134,0,0,0,0,0,3,25,0,0,42,42,-1.0,180,110.77235136897582,0.0002896947855359,0.9983933218971124,-0.5697,0.9506672211177
exp1135,0,0,0,20,1,19,25,0,0,5,5,-1.5,180,154.35981090640203,1.210800284170558,0.0925046425919615,,92.0575330649928
exp1136,0,0,0,0,0,20,25,0,0,25,25,-1.3,30,76.13121634627728,0.0001641479243531,0.9980027501875434,-0.4157,3.8447962109095
exp1137,0,0,17,0,3,20,25,0,0,5,5,-1.1,180,84.72776926458192,0.0006489037011085,0.9971755375849374,-0.4137,4.0554221728607
exp1138,0,20,0,0,11,0,34,0,0,5,5,-1.4,48,109.5627177406318,0.0006520633867943,0.9983189433492315,-0.5377,0.6980718703922
exp1139,0,0,5,19,0,16,25,0,0,5,5,-1.4,180,459.7173028048332,3.058207952792277,0.6558012131972377,-0.3907,41.7452684831373
exp1140,0,0,0,0,6,20,25,0,0,5,19,-1.4,180,67.71787451690517,0.0004630092607736,0.994714319716128,-0.3457,8.2262675164667
exp1141,0,0,20,0,0,20,25,0,0,5,5,-1.5,132,79.37091111747134,0.0002245958554989,0.9961615220853056,-0.4227,2.1615271317379
exp1142,0,12,0,0,9,0,37,7,0,5,5,-1.5,30,129.36169190328812,0.00092007021664,0.999049098783048,-0.6217,3.835501706872
exp1143,0,0,15,0,0,13,25,12,0,5,5,-1.5,110,238.29130184466075,0.0873583138861637,0.98301093039817,-0.6847,0.9839620016918
exp1144,0,0,20,0,4,15,25,0,0,6,6,-1.5,180,108.71276837282538,0.0058469129549528,0.9975106503503308,-0.4327,4.4084457673217
exp1145,0,0,0,0,20,14,25,0,0,5,11,-1.5,180,372.9723417654664,2.725515625936035,0.5734450397112251,-0.3397,31.2504490487628
exp1146,0,0,6,0,20,1,25,0,0,5,18,-1.3,180,88.70090029599437,0.0015100930824534,0.9982343548146184,-0.3997,9.5377574288188
exp1147,0,0,0,0,3,20,25,17,0,5,5,-1.5,180,219.5548393558863,0.9262624017045982,0.5159794228184569,-0.3267,35.516770721553705
exp1148,0,0,8,0,0,6,51,0,0,5,5,-1.5,30,137.48280270411016,0.0015503293662652,0.9993424140709652,-0.6267,1.606228848071
exp1149,0,2,0,0,0,11,35,17,0,5,5,-1.5,30,159.69341536518417,0.0158128932974934,0.9920126634479396,-0.5407,5.8967491825132
exp1150,0,0,13,0,18,0,32,0,0,7,7,-1.0,85,97.566398892176,6.502969631787992e-05,0.99652591084404,-0.6017,0.5666447023355
exp1151,0,0,0,0,14,0,25,20,0,11,11,-1.5,172,105.2769579249237,0.0029782330592612,0.9954703497026838,-0.4487,12.0417330411094
exp1152,0,0,20,0,0,0,30,0,14,5,6,-1.0,30,124.3202725679693,3.915368476296895e-05,0.9953336873203212,-0.8147,0.1308136815985
exp1153,0,0,0,20,13,0,25,7,0,5,5,-1.5,180,29.02964239886267,7.181876128171003e-07,0.0066337658752997,-0.3987,76.8572816661379
exp1154,0,0,20,0,0,20,25,0,0,5,5,-1.3,180,98.18664113450744,0.0010746786249521,0.9965100758723044,-0.4717,1.6789268604304
exp1155,0,0,0,20,0,20,25,0,0,5,5,-1.5,168,65.28482105736825,106096.2678083919,0.0951864297156799,-0.3217,152.35347451888052
exp1156,0,0,2,0,9,20,25,0,0,5,14,-1.4,89,327.5045383474375,3.1730402602719687,0.6363318749001324,-0.3037,38.32224314967099
exp1157,0,0,0,0,5,14,25,20,0,5,6,-1.5,172,75.30955646401931,0.0052974522317796,0.9870979227035278,-0.3057,35.8714233364089
exp1158,0,20,0,0,0,20,25,0,0,5,5,-1.5,88,98.20429235075883,0.0019158791695,0.9970143744094432,-0.4447,3.1557848768964
exp1159,0,13,0,0,0,0,30,0,0,27,27,-1.0,44,151.021394228001,0.0001722771090138,0.9985846160316394,-0.8547,0.1342429182787
exp1160,0,0,0,9,11,20,25,0,0,5,5,-1.5,180,215.0847182359241,52.55521939495608,0.3404616772107299,-0.3077,194.5410968663714
exp1161,0,0,0,0,12,20,25,8,0,5,5,-1.4,176,99.33272868310276,0.0087073463459903,0.992163789705685,-0.3727,23.5766055421773
exp1162,3,0,0,0,20,13,25,0,0,5,9,-1.4,180,181.9604890554556,1.5097137230630466,0.1237881976381143,-0.3347,54.9483643894203
exp1163,0,20,0,0,15,0,25,0,0,5,10,-1.4,180,70.40695383641668,0.0004559954781477,0.9967313146153628,-0.3647,14.5627209071807
exp1164,0,20,0,0,20,0,25,0,0,5,5,-1.5,180,77.53525547346327,0.3423345017804906,0.0421551409970582,-0.3037,152.2115132811763
exp1165,5,17,0,0,0,18,25,0,0,5,5,-1.5,30,143.23321313092674,0.0003438374347943,0.9963249033127868,-0.7827,0.4556923810009
exp1166,0,0,0,0,12,8,25,3,0,5,22,-1.2,118,116.375820107653,0.0016676860820574,0.99693422199405,-0.5207,7.7606600302699
exp1167,0,3,20,0,16,1,25,0,0,5,5,-1.3,180,108.40315197755676,0.0013864993671963,0.998429439044809,-0.4987,2.5515071087669003
exp1168,0,0,4,0,20,0,25,16,0,5,5,-1.3,30,149.66675310513787,0.0044796020045468,0.9984914462494796,-0.6147,3.891320273791
exp1169,0,0,20,0,0,7,38,0,0,5,5,-1.0,30,114.76985398763516,0.0001068529439543,0.999844366288154,-0.6567,1.3783979892612
exp1170,0,0,0,0,16,0,25,0,0,5,29,-1.0,124,104.9149109418472,0.0001229883055327,0.998522238384518,-0.6147,0.6644265181186
exp1171,0,0,0,0,0,19,25,0,0,26,26,-1.4,176,118.4154488421094,0.0036136144330294,0.998565485128911,-0.4997,3.5782036550405
exp1172,0,0,0,0,20,0,40,5,0,5,5,-1.5,80,108.83083128811104,0.0013012941411945,0.9972349504640424,-0.4857,17.9382616751496
exp1173,0,0,18,0,5,17,25,0,0,5,5,-1.5,30,128.9047236749124,0.0025219729015893,0.9979691565307356,-0.5637,2.1746183429246
exp1174,0,0,0,0,0,0,25,0,0,5,45,-1.0,166,150.37088766917998,0.0006374685429097,0.9987910460366348,-0.7447,2.8278296592213
exp1175,0,0,0,20,0,20,25,0,0,5,5,-1.5,180,36.07367143923947,43898.3202611866,0.0056456330554382,-0.3527,116.0601064162568
exp1176,6,20,0,0,14,0,25,0,0,5,5,-1.1,94,99.90183042657898,3.843882555021358e-05,0.994625550417714,-0.6897,0.334396670857
exp1177,0,0,0,20,11,9,25,0,0,5,5,-1.5,147,129.1703679416294,109.09135061770556,0.0734957155708286,-0.3677,124.9211183157457
exp1178,0,0,0,0,7,20,25,0,0,5,18,-1.3,126,75.76258374614109,0.0008690892986606,0.9925792118712452,-0.3577,6.7630310312488
exp1179,0,0,0,0,20,0,25,0,0,5,25,-1.4,79,178.41824664126543,0.2628710599315409,0.4530799716036637,-0.3787,27.684742597972
exp1180,0,0,0,20,0,1,44,0,0,5,5,-1.5,30,113.47595416090904,0.0001924297986901,0.9921601203607344,-0.5977,1.2960963704267
exp1181,0,1,0,0,5,20,25,14,0,5,5,-1.5,180,335.7399440571015,2.840482256319307,0.7426637444171905,-0.3147,42.1688146898839
exp1182,0,0,0,0,20,0,25,18,0,5,7,-1.5,155,386.2474941267789,2.102142405454932,0.5980617665693764,-0.3967,37.3060961268106
exp1183,0,0,0,0,0,20,25,0,0,5,25,-1.4,68,137.0189521552953,0.0273521500612629,0.9961112585307808,-0.4467,8.879722439810001
exp1184,0,0,19,0,0,7,25,0,0,5,19,-1.0,180,143.75741812812112,0.0109351705615566,0.995970047380076,-0.5417,3.8495028726646
exp1185,0,0,0,20,0,1,25,0,3,21,21,-1.0,30,143.5982506334561,0.0005073051138803,0.9989676505359107,-0.7497,3.2338391426737
exp1186,0,0,0,0,0,15,25,0,0,5,30,-1.4,30,88.97655730123734,0.000420475554877,0.9979343531744224,-0.4537,2.0254867931383003
exp1187,0,0,2,20,18,0,25,0,0,5,5,-1.4,180,250.90088157755875,53.13872934328054,0.3773770532743061,-0.3557,141.3549961595674
exp1188,6,5,0,0,9,20,25,0,0,5,5,-1.5,180,293.68322768948354,2.649585215406851,0.3120125562807988,-0.3527,37.9017207809473
exp1189,20,0,0,0,20,0,25,0,0,5,5,-1.5,145,396.661729764711,3.0539196018757515,0.6470361773297321,-0.3647,24.6912298545235
