Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 2.0 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Overpotential @ 50 mA_Ar,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Cdl mF cm-2_Ar
exp1178,0,0,0,0,7,20,25,0,0,5,18,-1.3,126,-0.2967,-0.3217,-0.3367,-0.3507,-0.3647,-0.3797,82.09248402,0.001068149,5.238860412
exp1179,0,0,0,0,20,0,25,0,0,5,25,-1.4,79,-0.3027,-0.3407,-0.3587,-0.3737,-0.3877,-0.4017,91.18792698,0.002337899,23.04683427
exp1180,0,0,0,20,0,1,44,0,0,5,5,-1.5,30,-0.6117,-0.6897,-0.7257,-0.7497,-0.7677,-0.7827,125.63125,3.74E-05,0.275654774
exp1181,0,1,0,0,5,20,25,14,0,5,5,-1.5,180,-0.1637,-0.2507,-0.2827,-0.3037,-0.3207,-0.3347,88.36833299,0.010067299,24.83699711
exp1182,0,0,0,0,20,0,25,18,0,5,7,-1.5,155,-0.2397,-0.3357,-0.3717,-0.3957,-0.4157,-0.4317,103.3808714,0.003342923,23.02281637
exp1183,0,0,0,0,0,20,25,0,0,5,25,-1.4,68,-0.2717,-0.3557,-0.3977,-0.4277,-0.4507,-0.4697,131.2213975,0.012760977,8.604177732
exp1184,0,0,19,0,0,7,25,0,0,5,19,-1,180,-0.3437,-0.4357,-0.4827,-0.5117,-0.5327,-0.5497,140.390086,0.006819827,4.43639728
exp1185,0,0,0,20,0,1,25,0,3,21,21,-1,30,-0.5537,-0.6647,-0.7127,-0.7407,-0.7607,-0.7767,155.7263797,0.000679164,2.729272162
exp1186,0,0,0,0,0,15,25,0,0,5,30,-1.4,30,-0.3737,-0.4347,-0.4677,-0.4907,-0.5097,-0.5267,105.7692178,0.000621782,1.761025121
exp1187,0,0,2,20,18,0,25,0,0,5,5,-1.4,180,-0.0147,0.0063,-0.2157,-0.3717,-0.3847,-0.3947,280.1794062,52.6685726,131.7793765
exp1188,6,5,0,0,9,20,25,0,0,5,5,-1.5,180,-0.0357,-0.3227,-0.3397,-0.3487,-0.3567,-0.3647,400.3946348,3.020324208,31.07127037
exp1189,20,0,0,0,20,0,25,0,0,5,5,-1.5,145,-0.2197,-0.3587,-0.3757,-0.3867,-0.3957,-0.4037,82.51234142,0.000765186,17.39676318
exp1190,17,0,0,0,20,3,25,0,0,5,5,-1.5,30,-0.5877,-0.6517,-0.6807,-0.6997,-0.7147,-0.7277,116.9571689,9.98E-05,0.376514973
exp1191,0,0,4,20,0,7,25,0,0,14,14,-1.3,180,-0.3317,-0.3617,-0.3757,-0.3877,-0.3987,-0.4087,80.83313419,0.000409885,8.752323098
exp1192,0,0,0,20,20,0,25,0,0,5,5,-1.5,143,-0.0167,-0.3367,-0.3847,-0.3967,-0.4047,-0.4107,182.4718771,79.52588683,103.2557041
exp1193,0,0,0,0,0,0,25,20,0,25,25,-1.4,86,-0.5417,-0.5897,-0.6137,-0.6327,-0.6507,-0.6657,93.74376953,3.10E-06,4.238904034
exp1194,20,20,0,0,0,0,25,0,0,5,5,-1.5,30,-0.6697,-0.7597,-0.7927,-0.8117,-0.8267,-0.8387,132.4009389,2.96E-05,0.247609067
exp1195,0,0,0,0,7,20,25,0,0,5,18,-1.4,180,-0.7117,-0.7697,-0.7957,-0.8117,-0.8247,-0.8357,112.0247919,2.06E-06,0.135591874
exp1196,0,2,8,0,0,0,25,0,0,35,35,-1,84,-0.7577,-0.8317,-0.8617,-0.8797,-0.8917,-0.9027,113.3478278,9.03E-07,0.130107917
exp1197,20,0,20,0,0,0,25,0,0,5,5,-1,180,-0.7547,-0.8437,-0.8787,-0.8977,-0.9097,-0.9187,110.9470504,5.37E-07,0.111406675
exp1198,0,0,17,0,0,20,25,3,0,5,5,-1,30,-0.7867,-0.8837,-0.9157,-0.9297,-0.9367,,87.73919393,3.25E-09,0.118489361
exp1199,2,5,0,0,20,11,20,12,0,0,0,-1,180,-0.3797,-0.4677,-0.5127,-0.5347,-0.5507,-0.5647,123.046717,0.001030901,5.459684232
exp1200,0,0,0,5,10,16,20,9,0,10,0,-1.5,30,-0.3017,-0.3797,-0.4237,-0.4547,-0.4787,-0.5007,132.2184464,0.007363051,6.755376218
exp1201,5,0,5,0,20,11,20,9,0,0,0,-1.5,180,-0.0037,-0.2507,-0.2827,-0.3027,-0.3187,-0.3317,73.28439198,0.001828582,45.13461112
exp1202,0,0,1,0,20,12,20,2,5,10,0,-1,180,-0.3767,-0.5267,-0.6027,-0.6457,-0.6727,-0.6917,181.23754,0.007878174,3.237496594
exp1203,2,5,0,0,20,21,20,2,0,0,0,-1.5,180,-0.0017,-0.2267,-0.2817,-0.3057,-0.3217,-0.3347,55.31112269,0.032495001,102.4500439
exp1204,5,1,0,0,20,12,20,12,0,0,0,-1.5,180,0.0033,-0.2497,-0.2807,-0.2997,-0.3147,-0.3277,277.5341346,1.569771313,52.29131774
exp1205,0,0,0,0,20,16,22,12,0,0,0,-1.4,166,-0.0517,-0.2557,-0.2917,-0.3137,-0.3307,-0.3447,79.65822699,0.002918578,40.83226382
exp1206,0,0,0,5,10,11,30,12,0,2,0,-1.5,30,-0.3217,-0.4357,-0.4927,-0.5297,-0.5567,-0.5777,148.7162656,0.008548094,8.758948233
exp1207,0,5,0,0,20,21,20,2,0,0,2,-1.5,30,-0.3357,-0.4187,-0.4557,-0.4797,-0.4997,-0.5167,115.7746263,0.00156047,5.575877378
exp1208,1,0,0,5,20,14,20,2,0,8,0,-1.3,144,-0.0107,-0.2447,-0.2767,-0.2957,-0.3097,-0.3217,352.878357,3.124874335,52.16735394
exp1209,0,0,0,0,20,21,20,4,5,0,0,-1.5,180,0.0013,-0.1937,-0.2407,-0.2637,-0.2797,-0.2927,142.2218554,1.218623182,99.82271113
exp1210,5,0,0,0,10,18,20,12,0,5,0,-1.5,133,-0.0247,-0.2577,-0.3037,-0.3317,-0.3537,-0.3727,393.8871123,2.647921174,36.11640485
exp1211,0,0,5,1,13,19,20,12,0,0,0,-1.5,180,0.0013,-0.2017,-0.2427,-0.2637,-0.2797,-0.2917,224.0984983,2.25646707,83.96662869
exp1212,0,0,0,0,17,21,20,12,0,0,0,-1.5,180,-0.0057,-0.1937,-0.2397,-0.2637,-0.2807,-0.2937,217.2082979,2.540412379,78.73566923
exp1213,0,5,0,2,10,21,20,12,0,0,0,-1.5,91,-0.0627,-0.2107,-0.2737,-0.3027,-0.3227,-0.3387,120.8108683,0.692501954,37.04540856
exp1214,0,0,5,0,12,21,20,2,0,10,0,-1.5,30,-0.1157,-0.2817,-0.3257,-0.3537,-0.3757,-0.3947,112.750733,0.016536176,26.52132191
exp1215,5,0,0,5,20,11,20,2,0,7,0,-1.5,180,-0.0077,-0.0287,-0.1967,-0.2477,-0.2707,-0.2867,258.9374834,53.24227268,200.8303906
exp1216,0,0,0,5,10,21,27,2,5,0,0,-1.5,30,-0.1477,-0.3487,-0.4067,-0.4427,-0.4697,-0.4917,146.2978469,0.020159579,23.81111485
exp1217,5,0,0,0,10,21,20,2,2,10,0,-1.5,30,-0.2397,-0.3637,-0.4177,-0.4547,-0.4817,-0.5037,151.2712583,0.030312793,19.96376131
exp1218,0,0,0,0,16,21,20,12,0,1,0,-1.5,180,0.0083,-0.1557,-0.2097,-0.2317,-0.2467,-0.2577,34.34122667,22265.90226,136.5113375
exp1219,0,2,5,0,20,21,20,2,0,0,0,-1.5,180,-0.0397,-0.1727,-0.2517,-0.2867,-0.3087,-0.3247,36.83747375,71371.88629,61.19605683
exp1220,0,5,0,2,20,11,20,12,0,0,0,-1.5,125,-0.0057,-0.1917,-0.2477,-0.2737,-0.2927,-0.3067,113.0806584,0.691775031,89.68841113
exp1221,0,0,0,0,20,21,20,2,0,7,0,-1.2,173,-0.0927,-0.2727,-0.3197,-0.3507,-0.3757,-0.3977,120.8149706,0.03549135,30.86380018
exp1222,5,0,0,0,20,14,20,11,0,0,0,-1.5,180,0.0063,-0.2097,-0.2517,-0.2737,-0.2897,-0.3017,247.2795163,2.276683779,93.4067969
exp1223,5,0,0,0,20,21,20,2,0,2,0,-1.5,180,0.0033,-0.1797,-0.2357,-0.2637,-0.2827,-0.2977,242.2138317,2.90929607,83.82727081
exp1224,0,0,0,5,10,21,22,12,0,0,0,-1.5,30,-0.0927,-0.2057,-0.3117,-0.3537,-0.3827,-0.4077,77.32062161,1844.690412,42.669816
exp1225,5,5,5,2,20,11,20,2,0,0,0,-1,69,-0.2527,-0.5197,-0.5797,-0.6097,-0.6297,-0.6457,178.763477,0.014842561,6.778859159
exp1226,0,0,0,5,20,12,20,3,0,10,0,-1.5,105,-0.0297,-0.2527,-0.2907,-0.3137,-0.3307,-0.3457,377.4179022,2.884282933,37.84556637
exp1227,0,0,5,0,20,11,20,2,0,0,12,-1.5,141,-0.0407,-0.2417,-0.2907,-0.3167,-0.3347,-0.3497,332.2926635,2.609923824,45.0142309
exp1228,0,0,0,0,20,18,20,2,0,10,0,-1.5,146,-0.0307,-0.2277,-0.2717,-0.2947,-0.3117,-0.3257,335.6155108,2.443654958,52.6261861
exp1229,0,0,0,5,20,11,20,12,0,2,0,-1.5,180,-0.0007,-0.1977,-0.2507,-0.2757,-0.2927,-0.3057,120.8157577,0.718415068,95.88922504
exp1230,0,0,0,0,10,21,20,8,1,10,0,-1.1,30,-0.0627,-0.3617,-0.4497,-0.5087,-0.5467,-0.5737,588.8822818,2.893608576,21.34952985
exp1231,0,0,0,0,20,18,20,2,0,10,0,-1.5,79,-0.0437,-0.2567,-0.2937,-0.3167,-0.3327,-0.3467,85.61088637,0.004906933,36.50706321
exp1232,0,0,0,0,10,21,20,9,0,10,0,-1,180,-0.0837,-0.2947,-0.3417,-0.3727,-0.3977,-0.4197,128.9768343,0.028095334,27.82297296
exp1233,0,5,0,5,20,18,20,2,0,0,0,-1.5,180,-0.0267,-0.2327,-0.2777,-0.3027,-0.3207,-0.3357,83.71668396,0.005170725,47.14681708
exp1234,0,0,5,0,10,21,20,12,0,0,2,-1.5,180,-0.0357,-0.2627,-0.3257,-0.3637,-0.3937,-0.4177,409.5626034,2.628313359,25.39188676
exp1235,0,5,0,0,20,11,20,2,0,0,12,-1.5,180,-0.0167,-0.1557,-0.2437,-0.2817,-0.3047,-0.3217,150.2396829,1.230846303,63.69928923
exp1236,0,0,0,5,12,21,20,2,0,10,0,-1.5,179,-0.0297,-0.1257,-0.2077,-0.2547,-0.2817,-0.3007,73.68057464,0.185240735,69.12797822
exp1237,0,0,0,0,20,21,20,9,0,0,0,-1.5,163,0.0043,-0.1097,-0.1837,-0.2307,-0.2597,-0.2807,102.2914494,260.3760579,85.04124864
exp1238,0,0,0,0,16,21,20,12,0,1,0,-1.5,180,-0.0117,-0.0867,-0.1617,-0.2067,-0.2387,-0.2607,146.5077882,127.6015537,103.6647813
exp1239,0,0,0,5,20,21,20,3,0,1,0,-1.5,30,-0.0837,-0.2097,-0.4287,-0.4967,-0.5387,-0.5677,479.339959,2.732239893,16.00520088
exp1240,0,0,0,0,20,18,20,2,0,10,0,-1,51,0.0053,-0.3677,-0.4947,-0.5407,-0.5707,-0.5927,286.7198868,0.369032564,1.160555182
exp1241,0,0,0,0,20,21,20,2,0,6,1,-1.5,117,0.0103,-0.0847,-0.2637,-0.3067,-0.3307,-0.3497,208.2736741,0.802949719,40.90111672
exp1242,0,5,0,5,20,11,20,9,0,0,0,-1.5,180,-0.0137,-0.0637,-0.1877,-0.2587,-0.2977,-0.3227,65.69822007,0.090895224,63.16975769
exp1243,0,5,0,0,15,21,20,10,0,0,-1,-1.5,180,-0.0027,-0.0417,-0.1507,-0.2197,-0.2597,-0.2857,73.6844762,0.21714247,76.94651382
exp1244,0,0,0,0,20,21,27,2,0,0,0,-1.2,131,,-0.0337,-0.2767,-0.3297,-0.3587,-0.3807,500.5368879,5.111521473,36.05666416
exp1245,0,0,0,3,20,21,20,6,0,0,0,-1.5,142,0.0043,-0.2517,-0.3457,-0.3837,-0.4127,-0.4357,196.452693,0.290925597,33.98076138
exp1246,0,5,5,0,11,21,20,2,0,6,0,-1.5,102,-0.0087,-0.1407,-0.3537,-0.4037,-0.4347,-0.4597,194.6872285,0.736006421,22.16792202
exp1247,0,5,2,0,20,21,20,2,0,0,0,-1.5,145,-0.0007,-0.1337,-0.3077,-0.3547,-0.3817,-0.4017,205.1944319,1.41955546,30.94044416
exp1248,5,0,0,0,20,13,20,2,0,10,0,-1.5,131,-0.0067,-0.2267,-0.2757,-0.2997,-0.3167,-0.3307,286.3276192,1.762135762,55.1432229
exp1249,5,0,5,0,10,13,27,4,0,0,6,-1.5,30,0.0123,-0.1127,-0.3767,-0.4377,-0.4737,-0.4967,464.6293698,2.561337669,30.26745483
exp1250,0,0,5,0,20,13,20,2,0,10,0,-1.5,155,-0.0097,-0.1197,-0.2377,-0.2797,-0.3027,-0.3197,322.806322,3.034128457,63.90827406
exp1251,0,0,0,0,20,18,20,2,0,0,10,-1.5,168,-0.0087,-0.1367,-0.2567,-0.2917,-0.3127,-0.3277,358.727643,2.888118239,47.37359227
exp1252,0,0,0,0,10,21,20,9,0,10,0,-1.5,30,0.0113,-0.3467,-0.4317,-0.4767,-0.5077,-0.5297,307.9134372,0.728580929,15.05381951
exp1253,0,2,0,5,20,21,20,2,0,0,0,-1.5,177,-0.0057,-0.1367,-0.2607,-0.2947,-0.3157,-0.3307,273.5442707,1.567011591,65.16328801
exp1254,5,0,0,5,20,11,27,2,0,0,0,-1.5,180,-0.0387,-0.3557,-0.4407,-0.4867,-0.5187,-0.5417,210.7749508,0.144373633,17.07153692
exp1255,0,0,0,0,10,21,20,12,0,7,0,-1.5,180,0.0083,-0.1077,-0.2517,-0.2937,-0.3167,-0.3347,162.5546798,0.376673302,44.22858642
exp1256,0,5,0,0,20,13,20,2,0,10,0,-1.5,180,-0.0057,-0.0987,-0.2097,-0.2677,-0.2937,-0.3097,155.2473636,1.417848094,72.31758207
exp1257,5,0,0,0,12,21,20,12,0,0,0,-1.5,106,-0.0267,-0.4127,-0.4787,-0.5147,-0.5387,-0.5567,196.8437913,0.076284853,4.235029832
exp1258,0,0,0,0,20,21,20,9,0,0,0,-1.4,176,-0.0097,-0.0897,-0.2057,-0.2547,-0.2807,-0.2977,261.9038069,2.602578717,81.78037752
